Time,Month,Year,Drought,Zone,Plant,rep,Ammonia,ARA,Nitrate,Nitrite,pH,Salinity,Sulphide,Soil Temp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
May-05,5,2005,0,JS1,JS,1,1.259,-0.02664784,5.536585366,0.215,6.81,23,0,25.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,JS2,JS,2,1.807,-0.02664784,3.097560976,0.246,6.88,31,0,25.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,JS3,JS,3,1.295,-0.02664784,5.536585366,0.238,6.72,35,0,26.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,JS4,JS,4,2.715,-0.02664784,5.536585366,0.227,6.65,34,0.882352941,26.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,JS5,JS,5,0,-0.02664784,0.658536585,0.213,6.71,31,0.294117647,24.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,JS6,JS,6,1.971,-0.02664784,1.634146341,0.221,6.9,26,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,SAL1,SAL,1,0.600,39.73626774,4.804878049,1.054,6.44,48,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,SAL2,SAL,2,0.596,20.62706428,9.43902439,0.271,6.45,45,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,SAL3,SAL,3,1.084,9.71809522,5.536585366,0.298,6.46,45,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,5,2005,0,SAL4,SAL,4,0.990,9.376620098,14.80487805,0.246,6.33,44,0.588235294,26.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
